1.413576836608969323e-01 9.631515040727692822e-01 2.288169256685089192e-01
1.687072301772687410e-01 -4.167570974768194381e-01 8.932252751622127285e-01
-4.337751248757722999e-01 7.121287939328035943e-01 5.520069944220080682e-01
-1.330721453864547044e-01 9.907723276593820572e-01 -2.572933863620005188e-02
1.494440524965449379e-01 6.019816782618665485e-01 -7.844007484764637939e-01
-6.923615969786793833e-01 -5.276041207801933641e-01 4.922086049277195063e-01
2.680202998216377197e-01 4.848400237257772805e-01 8.325234352720091158e-01
8.183661784418718721e-01 -3.531441406159386426e-02 5.736110965993705957e-01
-5.362272675256626320e-01 2.474673787702038330e-01 -8.069821646149102357e-01
9.922613160352624639e-01 -3.963588646135735027e-02 -1.176710550831905899e-01
-5.383430160460090930e-01 8.179984366937606000e-01 -2.026458848362089893e-01
1.564587758439109910e-01 -9.384401991458670711e-01 3.079783175622765601e-01
-3.565139764314645410e-02 2.353392699657968490e-01 9.712591857264755157e-01
8.779342852097131722e-01 -4.136384945638590382e-01 -2.411111500288916354e-01
4.614175749347815825e-01 -8.284076769084566250e-01 3.175445518040565518e-01
3.291254289199783689e-01 -5.353770574404539406e-01 -7.778482232445100841e-01
-9.154458513726344560e-01 -3.457017110052316156e-01 2.060320853961537801e-01
4.392191832193683559e-02 9.139962183259687789e-01 -4.033382922271936399e-01
-5.659312405718163186e-01 -7.866795138980192670e-01 2.466924671691886062e-01
-6.666433497099765182e-01 -1.323959251251101421e-01 -7.335243440389201952e-01
-3.346326218481611714e-01 -9.347718020959583374e-01 1.192589049140565516e-01
-5.817704054956783777e-01 -7.932312432323554985e-01 -1.797981925644563661e-01
5.550704133376184179e-01 -7.735388199069757054e-01 3.058341549502418544e-01
-7.807965010590156574e-01 5.900040726272320901e-01 2.055529572087890777e-01
9.621884225503084531e-01 1.080433729689833228e-01 2.500401349136459062e-01
-7.221464987219133880e-01 -4.537703460686357548e-01 -5.221081376615692715e-01
-2.786239080825106407e-01 -9.173297153744581767e-01 -2.843851457721450759e-01
-2.982366002024323670e-01 -7.947673883937971251e-01 5.285827547748767063e-01
3.433170650290046089e-01 -9.387399042664856808e-01 -3.001308044202326969e-02
-7.127995378689289119e-01 2.085203206103616869e-01 6.696537125308823502e-01
8.846619276721146008e-03 2.074610584252455092e-01 -9.782032746645502597e-01
6.202866105074865688e-01 -2.836524102443959694e-01 -7.312905243387736176e-01
2.396733100410539941e-01 -7.413044952643750296e-01 6.269165412993942255e-01
-8.327922340467149853e-01 2.164658010909462638e-01 -5.095092264812643990e-01
2.720540806931304179e-01 9.513870298449826901e-01 -1.443928551589646336e-01
4.981172757893935210e-01 8.409078596614921741e-01 2.115494058599110827e-01
-2.718452060902476486e-01 9.567636325882810100e-01 -1.034578913482569335e-01
5.612384260405901548e-01 5.303720127013245023e-01 -6.353872498552571857e-01
5.477719207356632758e-01 -2.489684225794647210e-01 7.987243876406023846e-01
-1.198480181533608802e-01 9.040270204395273179e-01 4.103310844427244253e-01
3.215492667828657170e-01 4.212591128441030286e-03 9.468834791606548507e-01
8.017269641631638022e-01 -3.259460523884463723e-01 5.009920616797288728e-01
-9.521221526693823822e-01 -6.594178133294112041e-05 3.057178471203521042e-01
-8.904734118646510099e-01 4.153876756653697155e-01 -1.857691623156248750e-01
-9.791227236121476940e-01 -2.031799720270179299e-01 -6.049055581675125831e-03
5.324372299543934650e-01 3.093715512826190062e-01 7.879085222381329023e-01
-7.665402567887262542e-02 -1.374799022202529974e-01 9.875340180635462373e-01
-4.450249284747863632e-01 -1.432337216565538196e-01 8.839892046945053705e-01
3.754621168140060972e-01 2.976855473859911227e-01 -8.777308891198077889e-01
8.030273745359884918e-01 3.588438616063226450e-01 4.757920961231910106e-01
-3.026849673051277279e-01 7.986796444795978278e-01 -5.200890655084347003e-01
3.297478324911157221e-02 -7.268239461450853867e-01 6.860317886073211691e-01
9.478197012349629524e-01 3.051350865498783649e-01 -9.236012617500968802e-02
-9.848192791008495428e-01 1.525136140748510338e-01 -8.288899223124017446e-02
